Customer Name,Recency,Frequency,Monetary
Christina Robertson,46,5,14541
Christina Rodgers,113,2,4665
Christina Rodriguez,154,8,23169
Christina Romero,18,9,22235
Christina Rose,90,13,44540
Christina Salas,193,3,11195
Christina Sanders,73,5,17120
Christina Santos,408,4,13349
Christina Schultz,594,4,9671
Christina Scott,440,3,10115
Christina Shaffer,95,9,23260
Christina Sheppard,11,6,20456
Christina Smith,123,3,12344
Christina Snyder,106,5,12543
Christina Sparks,204,8,24744
Christina Stevenson,7,9,23644
Christina Stewart,582,2,6291
Christina Stone,121,6,17546
Christina Sullivan,129,18,62230
Christina Summers,418,2,6759
Christina Tanner,348,2,7087
Christina Taylor,415,12,38102
Christina Thomas,144,8,19192
Christina Thompson,87,4,9980
Christina Townsend,992,3,6073
Christina Travis,66,5,18490
Christina Trevino,44,6,18985
Christina Valdez,506,3,8572
Christina Walker,221,3,5141
Christina Waller,475,4,7770
Christina Walls,137,8,25517
Christina Walters,783,4,12896
Christina Warren,285,4,9766
Christina Webb PhD,1213,2,3889
Christina Welch,62,14,29874
Christina White,65,15,33747
Christina Williams,46,20,53820
Christina Willis,105,2,5797
Christina Wilson,56,24,62384
Christina Winters,609,5,10800
Christina Wood,47,9,23562
Christina Wright,343,4,6073
Christina Wyatt,452,4,8205
Christina Yates,96,8,31506
Christina Zimmerman,80,6,11000
Christine Adams,62,12,28887
Christine Adkins,358,2,1148
Christine Aguirre,126,4,13782
Christine Allen,326,7,18639
Christine Alvarado,944,1,5251
Christine Anderson,137,8,20578
Christine Avery,511,3,9613
Christine Avila,304,3,14239
Christine Ball,43,7,19420
Christine Barnett,144,9,24531
Christine Becker,1224,1,260
Christine Berry,98,8,17870
Christine Black,41,4,6142
Christine Boyd,145,4,9870
Christine Brown,36,8,21873
Christine Burke,129,7,22746
Christine Burton,12,4,9606
Christine Cabrera,18,5,15630
Christine Cain,69,3,5108
Christine Callahan,244,4,13918
Christine Campbell,56,4,9342
Christine Carrillo,414,6,16298
Christine Carter,751,3,4147
Christine Coleman,264,2,6165
Christine Colon,528,6,11405
Christine Colon MD,129,3,6076
Christine Conner,17,6,26683
Christine Cruz,173,8,25903
Christine Davis,93,11,32023
Christine Dawson,194,4,8315
Christine Decker,57,5,8638
Christine Deleon,106,7,24259
Christine Diaz,260,7,22447
Christine Elliott,296,12,27182
Christine Ellis,158,7,23712
Christine Ellison,105,7,15644
Christine Evans,39,3,3495
Christine Fields,256,7,21737
Christine Foster,103,4,7305
Christine Gamble,206,6,16510
Christine Gibbs,233,4,16309
Christine Gibson,566,3,14402
Christine Gilmore,151,8,22606
Christine Golden,29,4,12583
Christine Gonzales,305,7,22975
Christine Goodwin,135,5,13875
Christine Griffin,197,8,19836
Christine Gross,54,3,5745
Christine Hamilton,410,8,26866
Christine Harris,17,16,42856
Christine Hawkins,245,4,15694
Christine Haynes,83,5,15331
Christine Hernandez,266,21,55965
Christine Hill,251,3,5123
Christine Ho,415,6,16175
Christine Holder,66,1,5230
Christine Holloway,64,11,32776
Christine Huff,812,2,7705
Christine Ibarra,427,8,18582
Christine Jackson,362,8,23726
Christine Jennings,684,3,6933
Christine Jensen,43,8,18476
Christine Johnson,23,13,40631
Christine Jones,215,7,19241
Christine Kelley,156,7,21753
Christine Kelly DVM,127,3,6708
Christine Kim,374,5,12168
Christine King,156,3,7860
Christine Kirk,202,6,9423
Christine Lawson,22,8,27014
Christine Lee,82,12,31013
Christine Lewis,2,8,22855
Christine Long,109,4,10989
Christine Lopez,59,2,2706
Christine Love,33,7,14412
Christine Lowe,489,3,11207
Christine Lowery,121,10,25418
Christine Luna,356,2,1809
Christine Lynch,1,9,14142
Christine Mcpherson,48,9,26295
Christine Mendez,310,6,15916
Christine Mills,290,7,17116
Christine Moore,360,4,11185
Christine Morgan,503,4,10094
Christine Morrison,388,1,4172
Christine Mueller,725,4,12946
Christine Murphy,22,7,15209
Christine Nelson,117,10,21748
Christine Nichols,22,7,16756
Christine Nicholson,102,6,17657
Christine Norton,284,4,13889
Christine Ortega,547,4,10946
Christine Palmer,372,5,14447
Christine Park,31,9,27481
Christine Parker,68,7,28499
Christine Pena,32,12,28996
Christine Peters,144,4,11407
Christine Peterson,320,4,9914
Christine Ramos,14,13,34800
Christine Randolph,112,3,8090
Christine Reid,62,7,21953
Christine Rhodes,9,7,19548
Christine Richards,111,9,23820
Christine Richardson,302,5,16927
Christine Riggs,155,5,13486
Christine Ritter,156,4,15603
Christine Rodriguez,106,23,60965
Christine Rogers,112,6,9337
Christine Salas,17,9,18034
Christine Santiago,11,5,10630
Christine Sawyer,76,2,5633
Christine Schmidt,607,4,6420
Christine Simmons,66,5,12291
Christine Simon,306,8,24523
Christine Smith,55,20,50964
Christine Snyder,339,6,14778
Christine Soto,72,5,14139
Christine Sparks,67,8,22535
Christine Stafford,117,11,22092
Christine Stone,359,5,18441
Christine Sullivan,1051,3,9001
Christine Sutton,61,5,5846
Christine Thompson,152,6,15570
Christine Torres,103,4,12109
Christine Valdez,555,1,2229
Christine Valentine,104,4,12590
Christine Vaughn,110,5,12023
Christine Walsh,211,7,15273
Christine White,418,9,17028
Christine Williams,63,19,49114
Christine Williamson,681,3,5809
Christine Wise,35,5,10281
Christine Wood,33,3,4940
Christine Wood MD,167,8,20882
Christopher Adams,207,5,11232
Christopher Adkins,42,10,19948
Christopher Aguilar,205,9,25378
Christopher Alexander,15,25,67951
Christopher Allen,675,3,6057
Christopher Allison,7,6,22209
Christopher Anderson,44,14,37492
Christopher Andrade,211,7,18418
Christopher Andrews,98,5,7203
Christopher Archer,298,5,12964
Christopher Arias,344,11,25182
Christopher Arnold,47,17,60594
Christopher Austin,500,2,7148
Christopher Ayers,153,6,13712
Christopher Baker,371,7,12766
Christopher Baldwin,459,4,8775
Christopher Ballard,398,10,27651
Christopher Barnes,323,7,18293
Christopher Barnett,32,7,20978
Christopher Barrett,97,8,25321
Christopher Bautista,235,3,11282
Christopher Baxter,11,8,18765
Christopher Bean,207,11,28611
Christopher Beasley,186,1,2373
Christopher Beck,4,2,1497
Christopher Bell,253,11,30832
Christopher Bennett,170,6,12825
Christopher Benson,599,4,11992
Christopher Bentley,131,2,4818
Christopher Best,266,4,8301
Christopher Bishop,169,5,14352
Christopher Black,19,11,33026
Christopher Bonilla,562,4,12800
Christopher Boone,316,7,20013
Christopher Bowers,39,6,14697
Christopher Boyd,11,3,8275
Christopher Boyer,112,4,15948
Christopher Bradley,82,10,28451
Christopher Bray,410,5,13614
Christopher Brennan,119,8,22598
Christopher Brewer,285,10,22675
Christopher Brooks,53,13,45490
Christopher Brown,50,32,91828
Christopher Bryant,3,12,33593
Christopher Buck,128,7,17079
Christopher Burgess,114,20,52556
Christopher Burke,97,14,45478
Christopher Burnett,198,12,43703
Christopher Burns,85,4,9815
Christopher Burton,96,6,17561
Christopher Bush,312,6,14878
Christopher Byrd,235,5,7590
Christopher Cameron,864,4,11949
Christopher Campos,25,5,7857
Christopher Carrillo,125,7,21756
Christopher Carroll,464,4,14691
Christopher Carter,27,6,16706
Christopher Case,244,7,19513
Christopher Castro,10,5,14975
Christopher Chandler,144,6,15656
Christopher Chapman,25,7,22370
Christopher Chen,136,3,9015
Christopher Christensen,282,1,4298
Christopher Clark,279,23,67376
Christopher Clay,62,5,12792
Christopher Clayton,366,3,7315
Christopher Cochran,342,4,13136
Christopher Cole,371,2,7551
Christopher Collins,117,6,17905
Christopher Contreras,113,10,23868
Christopher Cook,24,11,35720
Christopher Cooley,251,5,12417
Christopher Cooper,82,11,26868
Christopher Cortez,72,8,17581
Christopher Cox,108,6,14557
Christopher Crawford,72,11,23263
Christopher Cruz,566,4,17075
Christopher Cunningham,293,4,6439
Christopher Curtis,654,2,2698
Christopher Daniels,126,13,43196
Christopher Davis,69,11,29265
Christopher Dawson,43,1,440
Christopher Day,259,3,6206
Christopher Dean,44,2,3230
Christopher Decker,557,3,9206
Christopher Delacruz,12,10,25074
Christopher Dillon,18,5,18792
Christopher Dixon,40,14,29104
Christopher Dodson,474,6,19005
Christopher Donaldson,24,10,31115
Christopher Dorsey,65,10,26976
Christopher Dougherty,91,8,22015
Christopher Duncan,45,5,9856
Christopher Dunn,107,5,4646
Christopher Dyer,34,3,9697
Christopher Edwards,45,17,60188
Christopher Elliott,106,9,28005
Christopher Ellis,479,4,9197
Christopher Erickson,409,5,8532
Christopher Espinoza,21,8,18671
Christopher Estrada,154,16,47521
Christopher Evans,217,6,21751
Christopher Everett,22,6,13831
Christopher Ferguson,4,4,8068
Christopher Fernandez,280,1,4931
Christopher Fisher,50,14,50944
Christopher Fletcher,34,9,28645
Christopher Flores,60,11,34884
Christopher Foley,153,5,13384
Christopher Frank,1128,1,906
Christopher Franklin,146,6,15586
Christopher Frazier,405,4,12464
Christopher Frederick,81,7,15721
Christopher Freeman,288,4,17769
Christopher French,234,2,2202
Christopher Fry,99,7,18784
Christopher Fuentes,250,2,4711
Christopher Gaines,541,3,6016
Christopher Garcia,57,9,30788
Christopher Gardner,28,4,13277
Christopher Garrison,607,3,6805
Christopher Gay,415,6,21641
Christopher Gentry,55,5,14484
Christopher George,119,7,15517
Christopher Gilbert,18,20,53574
Christopher Gill,394,4,3317
Christopher Gomez,235,8,26648
Christopher Gonzalez,27,22,59829
Christopher Good,33,5,14345
Christopher Goodwin,105,9,17441
Christopher Gordon,173,5,9245
Christopher Graham,232,7,16600
Christopher Grant,2,8,19840
Christopher Grant DVM,223,7,24646
Christopher Graves,331,2,4106
Christopher Gray,31,15,50769
Christopher Green,229,8,22366
Christopher Greene,642,5,14835
Christopher Greer,250,8,28653
Christopher Griffin,87,8,24414
Christopher Grimes,73,8,21605
Christopher Guerrero,13,10,28662
Christopher Guerrero Jr.,907,2,983
Christopher Gutierrez,539,7,16421
Christopher Guzman,221,7,14812
Christopher Hall,62,23,47303
Christopher Hamilton,433,5,11696
Christopher Hammond,3,6,18463
Christopher Harper,14,8,22550
Christopher Harrington,28,10,26285
Christopher Harris,28,33,93099
Christopher Harrison,94,4,6202
Christopher Hart,520,5,14007
Christopher Hartman,113,8,16887
Christopher Harvey,11,12,24889
Christopher Hayes,18,8,18853
Christopher Henderson,137,8,18366
Christopher Henry,538,1,1781
Christopher Hernandez,241,8,14379
Christopher Hester,562,5,13682
Christopher Hicks,139,10,27069
Christopher Higgins,380,6,19361
Christopher Hill,113,6,17340
Christopher Hinton,770,5,9388
Christopher Hobbs,20,10,22840
Christopher Hodges,341,7,20156
Christopher Holloway,92,5,16540
Christopher Holmes,41,30,89732
Christopher Hood,17,3,4299
Christopher Hooper,209,5,17308
Christopher Hoover,35,12,36387
Christopher House,294,6,12880
Christopher Howard,60,8,17932
Christopher Howell,190,3,8731
Christopher Hughes,43,13,28284
Christopher Hunt,85,7,18665
Christopher Hunter,494,3,5216
Christopher Ingram,869,3,8946
Christopher Jackson,126,39,96206
Christopher Jacobs MD,115,11,25913
Christopher Jarvis,311,9,30067
Christopher Jenkins,43,8,27577
Christopher Jensen,51,5,12931
Christopher Jimenez,75,10,26309
Christopher Johns,105,6,12691
Christopher Johnson,78,47,131161
Christopher Johnston,125,11,37348
Christopher Jones,12,70,208626
Christopher Jordan,415,5,15498
Christopher Kane,0,2,4393
Christopher Kaufman,133,5,11362
Christopher Kaufman Jr.,390,3,5079
Christopher Keller,9,7,20035
Christopher Kelly,414,3,8550
Christopher Kennedy,24,20,47485
Christopher Key,92,3,8841
Christopher King,31,16,45870
Christopher Kirk,522,7,9659
Christopher Knapp,550,3,8361
Christopher Knight,152,4,12454
Christopher Knox,197,6,13748
Christopher Lane,42,10,28865
Christopher Lawrence,3,7,21461
Christopher Lawson,65,11,20716
Christopher Leach,480,2,6332
Christopher Lee,10,19,63778
Christopher Leon,173,10,20088
Christopher Lewis,34,36,110483
Christopher Li,257,6,12064
Christopher Lin,295,6,11852
Christopher Long,274,14,35729
Christopher Lopez,1,16,44123
Christopher Love,128,8,28772
Christopher Lowe,512,4,12644
Christopher Lynch,71,20,59768
Christopher Mahoney,59,6,16541
Christopher Marks,399,3,6869
Christopher Marsh,198,2,2794
Christopher Marshall,115,22,53232
Christopher Martin,36,16,38094
Christopher Martin DDS,36,5,12319
Christopher Martinez,7,27,68134
Christopher Mason,86,5,14978
Christopher Massey,50,7,21814
Christopher May,36,9,24924
Christopher Mayo,972,3,7235
Christopher Mccarthy,460,7,21096
Christopher Mccarty,505,3,8664
Christopher Mccormick Jr.,74,7,22480
Christopher Mccoy,76,9,29735
Christopher Mcdaniel,88,4,8190
Christopher Mcfarland,170,6,18076
Christopher Mcgrath,55,5,16008
Christopher Mckinney,87,3,9064
Christopher Mcpherson,173,9,23833
Christopher Melton,58,9,19549
Christopher Mendoza,56,9,26509
Christopher Mendoza III,559,3,2705
Christopher Mercer,35,3,5036
Christopher Meyer,242,6,16541
Christopher Miles,314,6,13252
Christopher Miller,15,26,66821
Christopher Miranda,236,4,10111
Christopher Mitchell,32,5,15673
Christopher Moody,91,6,18295
Christopher Moore,2,5,15454
Christopher Mora,68,3,7226
Christopher Morales,5,19,45532
Christopher Moreno,176,15,52614
Christopher Morgan,777,5,11698
Christopher Morris,19,20,58459
Christopher Morrow,142,7,18390
Christopher Munoz,181,17,51174
Christopher Murphy,4,19,60571
Christopher Murray,137,5,13224
Christopher Neal,107,4,8487
Christopher Nelson,83,8,17244
Christopher Nguyen,21,27,65705
Christopher Nichols,39,7,16905
Christopher Nicholson,451,6,12872
Christopher Nielsen,93,5,14648
Christopher Noble,97,5,17289
Christopher Oconnor,52,2,7591
Christopher Olson,309,11,28846
Christopher Orozco,267,3,3606
Christopher Ortiz,51,4,14096
Christopher Owens,86,9,24588
Christopher Pacheco,530,3,9994
Christopher Palmer,170,5,14830
Christopher Parker,399,5,14453
Christopher Parks,211,6,18466
Christopher Paul,428,4,12077
Christopher Payne,19,22,56382
Christopher Pennington,421,5,12733
Christopher Perez,7,16,50507
Christopher Perry,146,3,9149
Christopher Peters,157,11,27476
Christopher Peterson,163,17,45111
Christopher Phelps,153,9,23231
Christopher Phillips,236,7,26535
Christopher Pittman,74,13,27024
Christopher Porter,189,16,44601
Christopher Powers,122,13,34453
Christopher Quinn,194,13,43040
Christopher Ramirez,117,7,17959
Christopher Ramos,11,7,19364
Christopher Ramsey,303,3,13431
Christopher Rasmussen,12,7,15310
Christopher Ray,54,8,17645
Christopher Reed,344,2,5769
Christopher Reeves,28,5,13120
Christopher Reyes,62,9,23210
Christopher Rich,13,8,19534
Christopher Richards,276,3,7071
Christopher Richardson,276,7,18476
Christopher Robbins,11,6,14218
Christopher Roberson,233,7,15991
Christopher Roberts,40,16,40187
Christopher Robertson,72,18,41067
Christopher Robinson,65,34,85493
Christopher Rodriguez,39,29,78610
Christopher Rogers,147,9,29388
Christopher Rojas,48,8,23252
Christopher Romero,37,15,42877
Christopher Rose,673,8,26659
Christopher Roth,60,6,19172
Christopher Rowe,324,7,23322
Christopher Salazar,24,11,29766
Christopher Sanchez,65,11,30456
Christopher Sanders,605,2,7375
Christopher Sandoval,71,5,14865
Christopher Saunders,50,11,31488
Christopher Schaefer,147,4,9488
Christopher Schroeder,285,3,11809
Christopher Schultz,19,5,18939
Christopher Scott,25,6,17523
Christopher Sharp,532,9,18962
Christopher Shaw,378,4,12369
Christopher Short,161,8,16807
Christopher Simmons,101,7,22650
Christopher Simpson,450,5,12242
Christopher Sims,165,6,11959
Christopher Singh,394,6,17364
Christopher Singleton,57,5,13706
Christopher Smith,8,83,220275
Christopher Stein,110,6,25015
Christopher Stephens,381,3,5754
Christopher Stevens,520,3,8257
Christopher Stewart,57,7,20039
Christopher Stone,15,23,46797
Christopher Stout,552,1,740
Christopher Stuart,707,2,6861
Christopher Suarez,25,5,16342
Christopher Sullivan,247,6,19896
Christopher Swanson,19,15,37641
Christopher Taylor,5,21,65741
Christopher Taylor DVM,73,4,14629
Christopher Terry,11,7,17269
Christopher Thomas,98,13,30443
Christopher Thompson,6,35,113457
Christopher Torres,42,28,70704
Christopher Townsend,578,4,12201
Christopher Tucker,26,13,51003
Christopher Turner,24,18,45310
Christopher Valdez,333,6,16586
Christopher Valencia,9,5,12187
Christopher Valenzuela,44,7,19973
Christopher Vargas,38,9,19698
Christopher Vasquez,117,13,38719
Christopher Vaughn,1230,1,545
Christopher Vazquez,2,6,24019
Christopher Vega,613,2,3369
Christopher Wade,165,2,5637
Christopher Wagner,31,28,83145
Christopher Wall,142,7,13676
Christopher Wallace,584,4,14676
Christopher Waller,70,4,10371
Christopher Walls,27,8,24099
Christopher Walsh,385,6,16140
Christopher Walton,11,4,7329
Christopher Ward,126,1,767
Christopher Washington,12,14,33761
Christopher Watkins,114,8,21219
Christopher Watson,131,11,30687
Christopher Webb,299,1,676
Christopher Weeks,137,7,15592
Christopher Wells,179,6,15411
Christopher West,35,8,26764
Christopher Wheeler,22,8,23828
Christopher White,72,12,31299
Christopher Wilkerson,50,16,35069
Christopher Williams,12,64,176462
Christopher Williamson,93,4,9852
Christopher Wilson,106,12,30876
Christopher Wong,127,7,18729
Christopher Wood,252,9,29493
Christopher Woodward,20,10,35104
Christopher Wright,114,6,19131
Christopher Wu,47,8,24462
Christopher Yang,58,6,16773
Christopher York,33,3,5524
Christopher Young,23,23,54578
Christy Bailey,446,3,4369
Christy Bean,125,7,19615
Christy Brown,1,8,17584
Christy Burke,71,10,31794
Christy Cameron,79,6,17492
Christy David,497,4,11149
Christy Davis,63,8,22489
Christy Dougherty,33,6,11453
Christy Hale,121,8,24095
Christy Harmon,292,8,18490
Christy Hayes,437,4,8822
Christy Holland,480,6,18946
Christy Holt,1280,2,5118
Christy Houston,401,7,19726
Christy Jackson,18,7,23670
Christy Johnson,235,7,21626
Christy Jones,375,4,7492
Christy Kim,15,9,20373
Christy Lane,11,4,8610
Christy Lara,86,4,12943
Christy Morales,506,5,12955
Christy Morgan,215,6,19705
Christy Patrick,1,6,10184
Christy Paul,186,2,5495
Christy Potts,255,5,14496
Christy Riley,197,7,15790
Christy Robinson,12,7,16067
Christy Smith,223,5,17148
Christy Wheeler,654,5,13697
Christy Wilson,60,4,8358
Cindy Alvarado,425,3,5682
Cindy Anderson,1243,1,2182
Cindy Arias,131,6,19674
Cindy Ayers PhD,148,6,11177
Cindy Barnett,645,2,6780
Cindy Bishop,17,6,16696
Cindy Brooks,105,9,24213
Cindy Bryan,298,3,8372
Cindy Burnett,142,2,8723
Cindy Burns,138,8,22385
Cindy Burton,223,4,12942
Cindy Cabrera,26,6,15609
Cindy Cameron,31,6,11230
Cindy Charles,53,5,19617
Cindy Chavez,509,2,8691
Cindy Cline,14,7,26264
Cindy Crawford,11,6,13234
Cindy Cruz,213,6,11372
Cindy Dalton,298,5,11000
Cindy Douglas,69,4,8634
Cindy Doyle MD,264,4,12242
Cindy Duke,16,9,20323
Cindy Durham,216,6,12828
Cindy Edwards,124,1,3862
Cindy Fleming,263,2,3535
Cindy Friedman,701,3,6579
Cindy Galloway,1063,2,4767
Cindy Gardner,287,10,31670
Cindy Gilbert,187,5,18684
Cindy Hanna,120,8,14286
Cindy Hansen,125,7,21903
Cindy Harris,456,5,11777
Cindy Hawkins,227,8,19383
Cindy Henry,212,9,21806
Cindy Hobbs,42,5,19446
Cindy Hodges,81,4,4741
Cindy Howe,299,4,7766
Cindy Hudson,421,1,725
Cindy Huff,182,5,18384
Cindy Hull,208,7,17273
Cindy Ingram,731,3,12780
Cindy Jackson,2,5,13220
Cindy Johnson,74,2,4745
Cindy Johnston,705,2,6308
Cindy Jordan,260,2,5434
Cindy Kane,114,3,8074
Cindy Kirby,305,8,22642
Cindy Kramer,208,6,22931
Cindy Leonard,68,8,17757
Cindy Lewis,1,5,14100
Cindy Luna,1323,1,1084
Cindy Martin,83,15,45518
Cindy Mcclure,53,7,19294
Cindy Mcmahon,300,5,12493
Cindy Mendoza,37,5,17692
Cindy Miller,397,7,25171
Cindy Mills,156,5,15640
Cindy Morales,14,5,19032
Cindy Mullins,154,4,9514
Cindy Oconnor,388,5,9156
Cindy Parks,120,7,19673
Cindy Peterson,296,7,16072
Cindy Ramirez,282,6,20982
Cindy Ramos,473,4,10450
Cindy Reid,584,2,4976
