Customer Name,Total Spending,Customer Tenure,Returns,Churn
Christina Stevenson,9884,1346,4.0,0
Christina Stewart,1985,893,1.0,0
Christina Stone,1774,1349,3.0,0
Christina Sullivan,17906,1273,8.0,1
Christina Summers,459,760,0.0,0
Christina Tanner,1951,567,1.0,0
Christina Taylor,9955,1190,7.0,0
Christina Thomas,5604,1069,1.0,1
Christina Thompson,1678,838,0.0,1
Christina Townsend,1992,1230,2.0,0
Christina Travis,3725,1231,0.0,0
Christina Trevino,4019,949,5.0,0
Christina Valdez,2257,1223,2.0,1
Christina Walker,3235,884,0.0,0
Christina Waller,4417,1127,1.0,1
Christina Walls,8070,1314,2.0,0
Christina Walters,699,993,1.0,0
Christina Warren,3920,1108,2.0,0
Christina Webb PhD,1468,1291,1.0,0
Christina Welch,15161,1347,8.0,0
Christina White,9612,1156,2.0,0
Christina Williams,14263,1350,6.0,0
Christina Willis,993,1190,0.0,1
Christina Wilson,23286,1283,13.0,0
Christina Winters,4720,1081,3.0,0
Christina Wood,6611,1224,3.0,0
Christina Wright,2917,1035,1.0,0
Christina Wyatt,2190,1174,3.0,0
Christina Yates,7230,1280,4.0,1
Christina Zimmerman,6354,1211,1.0,1
Christine Adams,9530,1334,4.0,1
Christine Adkins,760,1089,0.0,0
Christine Aguirre,3388,897,2.0,0
Christine Allen,4864,1191,1.0,1
Christine Alvarado,310,944,0.0,1
Christine Anderson,4928,1341,3.0,0
Christine Avery,4322,1311,1.0,0
Christine Avila,1460,843,0.0,0
Christine Ball,4202,1313,3.0,0
Christine Barnett,8879,1305,3.0,0
Christine Becker,72,1224,1.0,0
Christine Berry,4069,1191,4.0,0
Christine Black,2088,1061,2.0,1
Christine Boyd,3730,1172,2.0,0
Christine Brown,6296,1206,4.0,1
Christine Burke,6185,1050,4.0,0
Christine Burton,2627,878,1.0,0
Christine Cabrera,6070,1270,2.0,0
Christine Cain,1224,1254,2.0,0
Christine Callahan,3102,706,2.0,1
Christine Campbell,3760,744,2.0,0
Christine Carrillo,4928,1254,2.0,0
Christine Carter,1559,1277,0.0,0
Christine Coleman,3416,868,1.0,0
Christine Colon,5289,1301,1.0,0
Christine Colon MD,1167,1109,1.0,0
Christine Conner,3577,894,2.0,0
Christine Cruz,7054,1246,3.0,0
Christine Davis,6772,1287,3.0,0
Christine Dawson,3292,1012,2.0,0
Christine Decker,3854,754,0.0,0
Christine Deleon,5840,1314,1.0,0
Christine Diaz,7205,1161,2.0,0
Christine Elliott,4305,1352,5.0,1
Christine Ellis,7399,1153,3.0,0
Christine Ellison,5611,1082,1.0,0
Christine Evans,2072,367,2.0,0
Christine Fields,8767,1288,2.0,0
Christine Foster,1596,769,1.0,0
Christine Gamble,4774,1305,3.0,0
Christine Gibbs,788,986,1.0,0
Christine Gibson,2451,1247,0.0,0
Christine Gilmore,7381,1309,2.0,0
Christine Golden,2353,763,3.0,1
Christine Gonzales,4487,1320,5.0,0
Christine Goodwin,2958,1006,2.0,0
Christine Griffin,5039,1346,5.0,0
Christine Gross,1338,1315,2.0,0
Christine Hamilton,4626,1258,2.0,1
Christine Harris,16426,1322,5.0,0
Christine Hawkins,2655,1233,2.0,0
Christine Haynes,5142,1015,4.0,0
Christine Hernandez,12670,1226,5.0,1
Christine Hill,1306,1002,2.0,1
Christine Ho,3710,1272,2.0,1
Christine Holder,1520,66,1.0,0
Christine Holloway,7801,1337,6.0,0
Christine Huff,828,1301,0.0,0
Christine Ibarra,8731,1305,3.0,0
Christine Jackson,4384,1209,2.0,0
Christine Jennings,6242,794,1.0,0
Christine Jensen,6976,1243,2.0,0
Christine Johnson,8479,1214,7.0,1
Christine Jones,4169,1201,4.0,0
Christine Kelley,8327,1189,2.0,1
Christine Kelly DVM,3104,1209,0.0,0
Christine Kim,3501,845,0.0,0
Christine King,2816,1153,2.0,1
Christine Kirk,3677,1303,4.0,0
Christine Lawson,3206,1092,5.0,0
Christine Lee,9087,1309,3.0,0
Christine Lewis,5552,1082,4.0,1
Christine Long,2947,1266,0.0,1
Christine Lopez,780,918,1.0,0
Christine Love,4716,950,4.0,0
Christine Lowe,2513,755,2.0,0
Christine Lowery,5228,1329,6.0,0
Christine Luna,346,460,0.0,0
Christine Lynch,7392,1146,2.0,0
Christine Mcpherson,4879,1263,6.0,0
Christine Mendez,3200,1038,3.0,0
Christine Mills,3556,1192,4.0,0
Christine Moore,3440,991,2.0,0
Christine Morgan,3765,886,2.0,0
Christine Morrison,999,388,1.0,1
Christine Mueller,5712,1257,0.0,0
Christine Murphy,2297,1328,0.0,1
Christine Nelson,5210,1263,6.0,0
Christine Nichols,4375,1057,2.0,0
Christine Nicholson,4443,1038,4.0,0
Christine Norton,1954,1053,1.0,1
Christine Ortega,5522,1221,2.0,0
Christine Palmer,4812,1301,3.0,0
Christine Park,7346,1222,5.0,0
Christine Parker,5835,698,2.0,0
Christine Pena,7932,1348,5.0,0
Christine Peters,2465,632,1.0,0
Christine Peterson,1419,923,2.0,1
Christine Ramos,9600,1340,5.0,0
Christine Randolph,1813,549,0.0,0
Christine Reid,4294,1270,2.0,1
Christine Rhodes,9985,1188,3.0,1
Christine Richards,6558,1346,5.0,0
Christine Richardson,4413,1269,4.0,1
Christine Riggs,2885,1295,2.0,0
Christine Ritter,4111,381,1.0,0
Christine Rodriguez,12447,1343,5.0,0
Christine Rogers,5345,1135,3.0,0
Christine Salas,9124,1249,5.0,1
Christine Santiago,5037,971,3.0,0
Christine Sawyer,2467,1324,2.0,0
Christine Schmidt,5117,1070,0.0,0
Christine Simmons,5564,1109,0.0,0
Christine Simon,8012,1297,4.0,1
Christine Smith,16040,1249,9.0,0
Christine Snyder,4995,1191,2.0,0
Christine Soto,2126,1075,1.0,0
Christine Sparks,6150,1256,1.0,0
Christine Stafford,6332,1219,7.0,1
Christine Stone,3288,931,2.0,0
Christine Sullivan,3020,1272,0.0,1
Christine Sutton,2692,1271,3.0,0
Christine Thompson,2884,757,4.0,0
Christine Torres,5005,719,3.0,0
Christine Valdez,17,555,1.0,0
Christine Valentine,5008,753,0.0,0
Christine Vaughn,3314,1119,1.0,0
Christine Walsh,4130,1189,2.0,0
Christine White,8987,1150,4.0,1
Christine Williams,16034,1293,8.0,1
Christine Williamson,602,1093,2.0,0
Christine Wise,3066,712,1.0,0
Christine Wood,2154,592,1.0,1
Christine Wood MD,7158,1311,3.0,0
Christopher Adams,5129,1168,3.0,1
Christopher Adkins,8237,1109,2.0,0
Christopher Aguilar,8409,1317,3.0,0
Christopher Alexander,22367,1343,10.0,0
Christopher Allen,2379,1275,0.0,0
Christopher Allison,2741,1307,2.0,1
Christopher Anderson,10905,995,7.0,1
Christopher Andrade,2390,1211,6.0,0
Christopher Andrews,3563,1258,3.0,0
Christopher Archer,4975,1026,2.0,0
Christopher Arias,8413,1149,3.0,0
Christopher Arnold,14469,1310,7.0,0
Christopher Austin,384,1258,0.0,0
Christopher Ayers,7337,1202,1.0,0
Christopher Baker,3464,1217,2.0,0
Christopher Baldwin,2331,905,2.0,0
Christopher Ballard,9224,1279,5.0,1
Christopher Barnes,3752,1021,3.0,0
Christopher Barnett,5043,1309,1.0,0
Christopher Barrett,5544,1326,3.0,0
Christopher Bautista,3121,1200,1.0,0
Christopher Baxter,7193,1337,6.0,0
Christopher Bean,6348,1184,3.0,0
Christopher Beasley,1233,186,0.0,0
Christopher Beck,893,213,1.0,0
Christopher Bell,10859,1262,4.0,1
Christopher Bennett,7257,1260,4.0,1
Christopher Benson,2083,1130,1.0,0
Christopher Bentley,1166,1252,1.0,0
Christopher Best,1809,1220,0.0,0
Christopher Bishop,4566,976,3.0,1
Christopher Black,12457,1285,4.0,0
Christopher Bonilla,3741,857,3.0,0
Christopher Boone,4668,1323,2.0,1
Christopher Bowers,5757,1174,3.0,0
Christopher Boyd,3374,1270,1.0,0
Christopher Boyer,6055,762,3.0,0
Christopher Bradley,7359,1266,3.0,1
Christopher Bray,4433,1257,3.0,0
Christopher Brennan,4123,1297,5.0,0
Christopher Brewer,12013,1272,3.0,0
Christopher Brooks,11128,1352,3.0,1
Christopher Brown,25235,1309,15.0,1
Christopher Bryant,13132,1304,6.0,1
Christopher Buck,2614,1343,2.0,0
Christopher Burgess,9580,1079,9.0,0
Christopher Burke,12422,1294,5.0,0
Christopher Burnett,9697,1225,6.0,1
Christopher Burns,3911,789,0.0,0
Christopher Burton,4574,1049,3.0,0
Christopher Bush,4629,1007,1.0,0
Christopher Byrd,4510,1134,1.0,0
Christopher Cameron,4031,1220,0.0,0
Christopher Campos,2602,1063,3.0,1
Christopher Carrillo,3592,1339,5.0,0
Christopher Carroll,4460,1203,3.0,0
Christopher Carter,4579,1150,2.0,0
Christopher Case,2431,1208,2.0,0
Christopher Castro,3500,1045,1.0,0
Christopher Chandler,7101,1133,4.0,1
Christopher Chapman,8180,1218,3.0,0
Christopher Chen,2829,1060,0.0,0
Christopher Christensen,258,282,0.0,0
Christopher Clark,23976,1307,6.0,0
Christopher Clay,3835,956,1.0,0
Christopher Clayton,998,638,2.0,0
Christopher Cochran,3550,535,2.0,0
Christopher Cole,1579,578,1.0,1
Christopher Collins,4408,1146,3.0,0
Christopher Contreras,6545,1279,3.0,0
Christopher Cook,10236,1299,2.0,1
Christopher Cooley,5406,1005,4.0,1
Christopher Cooper,9678,1351,2.0,1
Christopher Cortez,7098,1260,2.0,0
Christopher Cox,7562,995,3.0,0
Christopher Crawford,7111,1333,4.0,0
Christopher Cruz,2001,766,2.0,1
Christopher Cunningham,1524,848,0.0,1
Christopher Curtis,1574,803,2.0,0
Christopher Daniels,9203,1327,8.0,1
Christopher Davis,12855,1231,4.0,0
Christopher Dawson,1895,43,0.0,0
Christopher Day,1906,1288,0.0,0
Christopher Dean,2536,831,2.0,1
Christopher Decker,1874,1325,0.0,0
Christopher Delacruz,7652,1323,5.0,0
Christopher Dillon,3354,1029,3.0,0
Christopher Dixon,11731,1278,7.0,1
Christopher Dodson,6083,1201,2.0,0
Christopher Donaldson,9762,1179,2.0,0
Christopher Dorsey,4722,1344,2.0,0
Christopher Dougherty,6562,853,3.0,0
Christopher Duncan,3728,858,2.0,0
Christopher Dunn,4528,837,1.0,0
Christopher Dyer,1856,942,1.0,0
Christopher Edwards,14352,1353,7.0,0
Christopher Elliott,6686,849,4.0,0
Christopher Ellis,2521,1223,2.0,0
Christopher Erickson,3311,930,2.0,0
Christopher Espinoza,5874,1347,4.0,0
Christopher Estrada,9103,1330,3.0,0
Christopher Evans,5650,1255,4.0,1
Christopher Everett,6203,1060,2.0,0
Christopher Ferguson,2768,926,1.0,0
Christopher Fernandez,476,280,0.0,0
Christopher Fisher,8461,1251,8.0,0
Christopher Fletcher,7337,1168,3.0,1
Christopher Flores,7320,1216,4.0,0
Christopher Foley,4027,1296,1.0,0
Christopher Frank,276,1128,0.0,0
Christopher Franklin,5153,1162,1.0,0
Christopher Frazier,2261,1167,2.0,0
Christopher Frederick,2942,1300,3.0,0
Christopher Freeman,1488,1168,1.0,0
Christopher French,2521,1131,1.0,0
Christopher Fry,6288,1341,1.0,1
Christopher Fuentes,1845,813,1.0,0
Christopher Gaines,3318,1199,1.0,0
Christopher Garcia,5210,1326,1.0,0
Christopher Gardner,3236,1148,1.0,0
Christopher Garrison,729,1156,1.0,0
Christopher Gay,2694,1196,2.0,0
Christopher Gentry,1872,757,1.0,0
Christopher George,5779,1326,3.0,1
Christopher Gilbert,18005,1253,7.0,1
Christopher Gill,1826,1197,0.0,0
Christopher Gomez,3806,1264,3.0,1
Christopher Gonzalez,16393,1348,9.0,0
Christopher Good,7643,834,3.0,0
Christopher Goodwin,4269,1129,6.0,0
Christopher Gordon,2964,1185,0.0,0
Christopher Graham,4972,1058,4.0,1
Christopher Grant,5119,774,4.0,0
Christopher Grant DVM,5234,1290,4.0,0
Christopher Graves,2848,503,1.0,0
Christopher Gray,9077,1256,7.0,0
Christopher Green,7668,1187,4.0,0
Christopher Greene,4089,1140,1.0,1
Christopher Greer,6163,1343,3.0,0
Christopher Griffin,6524,1323,4.0,0
Christopher Grimes,6999,1194,4.0,0
Christopher Guerrero,7497,1348,6.0,0
Christopher Guerrero Jr.,1458,1211,1.0,1
Christopher Gutierrez,5228,1111,5.0,0
Christopher Guzman,4275,1338,1.0,0
Christopher Hall,21317,1328,8.0,1
Christopher Hamilton,4121,1189,4.0,0
Christopher Hammond,3005,1078,3.0,0
Christopher Harper,6005,1317,2.0,1
Christopher Harrington,6937,1278,4.0,1
Christopher Harris,25784,1295,11.0,1
Christopher Harrison,1670,882,3.0,1
Christopher Hart,5844,1157,1.0,0
Christopher Hartman,7092,1313,5.0,0
Christopher Harvey,8087,1321,4.0,0
Christopher Hayes,5817,1346,3.0,0
Christopher Henderson,8411,1333,4.0,0
Christopher Henry,986,538,1.0,0
Christopher Hernandez,4590,1107,4.0,0
Christopher Hester,2080,1305,0.0,0
Christopher Hicks,8245,1281,3.0,0
Christopher Higgins,3796,1260,4.0,1
Christopher Hill,5189,1310,2.0,0
Christopher Hinton,2850,1285,3.0,1
Christopher Hobbs,8658,1157,5.0,1
Christopher Hodges,6916,1015,3.0,0
Christopher Holloway,5356,1304,3.0,0
Christopher Holmes,21255,1330,16.0,1
Christopher Hood,1972,493,0.0,0
Christopher Hooper,3589,1307,3.0,1
Christopher Hoover,10296,1179,5.0,1
Christopher House,2788,1195,3.0,0
Christopher Howard,8802,1168,4.0,0
Christopher Howell,2602,631,2.0,0
Christopher Hughes,8663,1237,5.0,1
Christopher Hunt,4667,1094,4.0,1
Christopher Hunter,758,1219,1.0,0
Christopher Ingram,1553,1288,1.0,0
Christopher Jackson,35998,1347,13.0,1
Christopher Jacobs MD,9440,1244,1.0,0
Christopher Jarvis,5127,1334,6.0,0
Christopher Jenkins,4462,1255,4.0,1
Christopher Jensen,2443,1258,3.0,0
Christopher Jimenez,6264,1273,1.0,0
Christopher Johns,6874,1097,3.0,0
Christopher Johnson,41592,1341,21.0,1
Christopher Johnston,10234,1299,4.0,1
Christopher Jones,58827,1329,31.0,1
Christopher Jordan,2491,1352,0.0,0
Christopher Kane,1830,954,0.0,0
Christopher Kaufman,3821,1193,3.0,0
Christopher Kaufman Jr.,1330,1256,1.0,0
Christopher Keller,3668,1093,4.0,1
Christopher Kelly,2828,564,1.0,0
Christopher Kennedy,15127,1155,7.0,1
Christopher Key,986,817,3.0,1
Christopher King,10536,1234,8.0,1
Christopher Kirk,5264,1211,1.0,1
Christopher Knapp,667,1171,2.0,0
Christopher Knight,4952,930,1.0,1
Christopher Knox,3232,1189,1.0,0
Christopher Lane,6539,1068,6.0,0
Christopher Lawrence,6593,1292,2.0,1
Christopher Lawson,6181,1169,6.0,0
Christopher Leach,2820,685,1.0,0
Christopher Lee,14740,1206,9.0,0
Christopher Leon,5462,1345,3.0,1
Christopher Lewis,29410,1321,17.0,1
Christopher Li,6735,1028,3.0,0
Christopher Lin,3510,1070,3.0,0
Christopher Long,9868,1314,7.0,0
Christopher Lopez,10534,1302,6.0,0
Christopher Love,7741,1326,3.0,1
Christopher Lowe,3827,1297,2.0,0
Christopher Lynch,13640,1145,10.0,0
Christopher Mahoney,4938,1206,1.0,1
Christopher Marks,1271,1293,1.0,0
Christopher Marsh,2125,654,0.0,1
Christopher Marshall,15150,1340,10.0,0
Christopher Martin,14781,1288,8.0,0
Christopher Martin DDS,4195,914,1.0,0
Christopher Martinez,15993,1323,13.0,1
Christopher Mason,4519,1158,2.0,1
Christopher Massey,3129,935,5.0,1
Christopher May,7320,1251,4.0,0
Christopher Mayo,1526,1284,1.0,0
Christopher Mccarthy,6244,1256,5.0,0
Christopher Mccarty,1990,1325,2.0,1
Christopher Mccormick Jr.,6058,1337,3.0,0
Christopher Mccoy,7260,1339,5.0,0
Christopher Mcdaniel,4837,1202,3.0,1
Christopher Mcfarland,3142,1308,2.0,0
Christopher Mcgrath,6543,1207,1.0,0
Christopher Mckinney,1880,275,3.0,1
Christopher Mcpherson,7742,1262,5.0,0
Christopher Melton,8656,1167,5.0,0
Christopher Mendoza,5506,1144,4.0,1
Christopher Mendoza III,1794,1315,1.0,0
Christopher Mercer,1224,581,1.0,1
Christopher Meyer,4215,1173,3.0,0
Christopher Miles,6852,1305,2.0,0
Christopher Miller,13844,1351,12.0,1
Christopher Miranda,2786,1150,1.0,0
Christopher Mitchell,6052,1081,2.0,1
Christopher Moody,2872,1147,0.0,0
Christopher Moore,3367,1197,2.0,0
Christopher Mora,1841,1228,1.0,0
Christopher Morales,18310,1300,10.0,1
Christopher Moreno,10208,1278,6.0,0
Christopher Morgan,3281,1253,2.0,1
Christopher Morris,20629,1327,7.0,0
Christopher Morrow,6732,1340,3.0,0
Christopher Munoz,12301,1291,5.0,1
Christopher Murphy,15432,1353,5.0,0
Christopher Murray,4613,1263,1.0,0
Christopher Neal,5227,902,1.0,0
Christopher Nelson,2655,1299,2.0,0
Christopher Nguyen,22402,1286,16.0,0
Christopher Nichols,5546,1148,3.0,0
Christopher Nicholson,3478,1218,3.0,0
Christopher Nielsen,4111,1256,1.0,1
Christopher Noble,4669,843,2.0,0
Christopher Oconnor,2046,972,0.0,0
Christopher Olson,5499,1313,9.0,1
Christopher Orozco,3341,1292,1.0,1
Christopher Ortiz,2272,619,2.0,0
Christopher Owens,9670,1313,2.0,0
Christopher Pacheco,4250,1326,1.0,0
Christopher Palmer,5150,1153,2.0,0
Christopher Parker,2859,1333,1.0,0
Christopher Parks,6932,1345,2.0,0
Christopher Paul,2095,1304,2.0,0
Christopher Payne,15070,1338,7.0,0
Christopher Pennington,4222,1170,2.0,1
Christopher Perez,10644,1206,5.0,0
Christopher Perry,1374,738,1.0,1
Christopher Peters,9233,1314,5.0,0
Christopher Peterson,16021,1332,6.0,1
Christopher Phelps,7768,1350,2.0,1
Christopher Phillips,7118,1332,2.0,0
Christopher Pittman,7757,1335,6.0,1
Christopher Porter,12214,1343,8.0,1
Christopher Powers,12831,1306,8.0,1
Christopher Quinn,6692,1251,5.0,1
Christopher Ramirez,5394,561,2.0,1
Christopher Ramos,5251,1304,2.0,0
Christopher Ramsey,3620,466,3.0,0
Christopher Rasmussen,5284,1283,3.0,0
Christopher Ray,6474,1191,3.0,1
Christopher Reed,2445,918,1.0,0
Christopher Reeves,5453,1155,2.0,0
Christopher Reyes,6450,1106,3.0,0
Christopher Rich,1416,1165,2.0,0
Christopher Richards,1266,600,1.0,0
Christopher Richardson,8290,1312,2.0,1
Christopher Robbins,7184,1150,3.0,0
Christopher Roberson,3872,1126,3.0,0
Christopher Roberts,6741,1214,5.0,0
Christopher Robertson,11241,1247,7.0,1
Christopher Robinson,28599,1327,16.0,1
Christopher Rodriguez,15743,1341,15.0,1
Christopher Rogers,7553,1183,3.0,0
Christopher Rojas,6773,863,2.0,1
Christopher Romero,7338,1350,8.0,0
Christopher Rose,3164,1253,3.0,0
Christopher Roth,4085,937,0.0,0
Christopher Rowe,4939,1320,2.0,0
Christopher Salazar,8388,1307,6.0,0
Christopher Sanchez,8192,1284,5.0,1
Christopher Sanders,1071,795,2.0,0
Christopher Sandoval,3710,1085,1.0,0
Christopher Saunders,9577,1313,7.0,0
Christopher Schaefer,5314,1336,3.0,1
Christopher Schroeder,2184,1085,1.0,1
Christopher Schultz,7018,1057,1.0,0
Christopher Scott,3685,1139,2.0,0
Christopher Sharp,7014,1303,6.0,0
Christopher Shaw,3380,705,1.0,1
Christopher Short,7053,1307,0.0,0
Christopher Simmons,5167,1030,2.0,0
Christopher Simpson,3631,753,2.0,1
Christopher Sims,1767,1081,3.0,1
Christopher Singh,5275,877,3.0,0
Christopher Singleton,3634,1265,1.0,0
Christopher Smith,62857,1236,31.0,1
Christopher Stein,3759,1296,2.0,0
Christopher Stephens,1209,807,2.0,0
Christopher Stevens,2798,1258,0.0,0
Christopher Stewart,5655,1012,5.0,0
Christopher Stone,15438,1341,6.0,1
Christopher Stout,570,552,1.0,0
Christopher Stuart,3712,869,1.0,0
Christopher Suarez,4883,649,2.0,0
Christopher Sullivan,3364,942,2.0,0
Christopher Swanson,10140,1345,7.0,1
Christopher Taylor,14410,1309,9.0,0
Christopher Taylor DVM,2096,401,2.0,0
Christopher Terry,5199,1047,4.0,0
Christopher Thomas,11326,1183,5.0,0
Christopher Thompson,26116,1343,14.0,0
Christopher Torres,17816,1334,13.0,1
Christopher Townsend,2333,1238,3.0,0
Christopher Tucker,9126,1172,4.0,1
Christopher Turner,15358,1114,8.0,0
Christopher Valdez,3000,1113,4.0,0
Christopher Valencia,6226,688,2.0,0
Christopher Valenzuela,6895,1215,2.0,1
Christopher Vargas,5260,1209,7.0,0
Christopher Vasquez,14362,1290,6.0,0
Christopher Vaughn,436,1230,1.0,0
Christopher Vazquez,5941,1134,3.0,0
Christopher Vega,3124,899,0.0,0
Christopher Wade,1887,225,1.0,0
Christopher Wagner,20526,1273,13.0,1
Christopher Wall,5755,1211,4.0,0
Christopher Wallace,894,829,2.0,0
Christopher Waller,5025,643,3.0,0
Christopher Walls,5131,1176,4.0,1
Christopher Walsh,4955,1258,2.0,1
Christopher Walton,1689,832,0.0,0
Christopher Ward,24,126,0.0,0
Christopher Washington,13710,1346,8.0,1
Christopher Watkins,3871,1259,1.0,0
Christopher Watson,7144,1310,3.0,1
Christopher Webb,2240,299,1.0,0
Christopher Weeks,5058,1281,3.0,0
Christopher Wells,4327,1287,3.0,0
Christopher West,8434,890,1.0,0
Christopher Wheeler,3363,1333,4.0,0
Christopher White,4839,1071,6.0,1
Christopher Wilkerson,13080,1335,8.0,0
Christopher Williams,56795,1342,21.0,1
Christopher Williamson,1547,921,0.0,1
Christopher Wilson,10611,1330,6.0,1
Christopher Wong,4468,1243,1.0,1
Christopher Wood,8643,1088,4.0,1
Christopher Woodward,8592,1299,3.0,0
Christopher Wright,3211,1289,4.0,1
Christopher Wu,8044,1248,4.0,0
Christopher Yang,4806,1319,1.0,0
Christopher York,4872,1180,1.0,0
Christopher Young,17528,1284,13.0,0
Christy Bailey,2420,1186,1.0,0
Christy Bean,6413,1343,3.0,0
Christy Brown,9729,1096,3.0,0
Christy Burke,7490,1296,3.0,0
Christy Cameron,2844,1171,2.0,1
Christy David,3167,1056,2.0,0
Christy Davis,8984,1099,2.0,0
Christy Dougherty,4998,1000,2.0,1
Christy Hale,6285,1162,3.0,1
Christy Harmon,6434,1184,5.0,0
Christy Hayes,4530,1161,2.0,1
Christy Holland,3557,1261,4.0,0
Christy Holt,1620,1333,0.0,0
Christy Houston,7901,861,3.0,0
Christy Jackson,8311,1279,6.0,0
Christy Johnson,6544,1295,3.0,0
Christy Jones,2552,1308,1.0,0
Christy Kim,10271,1289,3.0,1
Christy Lane,2695,864,1.0,0
Christy Lara,3471,1238,2.0,0
Christy Morales,3557,1087,1.0,0
Christy Morgan,3207,912,1.0,0
Christy Patrick,4785,1244,2.0,0
Christy Paul,541,797,1.0,0
Christy Potts,3727,1058,3.0,0
Christy Riley,5135,1011,3.0,0
Christy Robinson,5148,1099,2.0,0
Christy Smith,4209,843,2.0,1
Christy Wheeler,3844,1332,2.0,0
Christy Wilson,1105,957,3.0,1
Cindy Alvarado,2008,590,1.0,1
Cindy Anderson,777,1243,1.0,1
Cindy Arias,4660,1221,3.0,0
Cindy Ayers PhD,3165,1079,4.0,0
Cindy Barnett,2445,1135,1.0,0
Cindy Bishop,5638,1073,1.0,1
Cindy Brooks,6949,1315,4.0,0
Cindy Bryan,3723,1045,1.0,0
Cindy Burnett,1210,1282,1.0,1
Cindy Burns,7919,1279,4.0,0
Cindy Burton,2866,1092,2.0,0
Cindy Cabrera,3122,1135,4.0,0
Cindy Cameron,6686,1291,3.0,0
Cindy Charles,4326,1128,3.0,0
Cindy Chavez,1137,1092,1.0,0
Cindy Cline,3190,1014,2.0,0
Cindy Crawford,3882,1318,2.0,0
Cindy Cruz,7302,1224,3.0,0
Cindy Dalton,4316,1298,2.0,0
Cindy Douglas,2895,1078,1.0,0
Cindy Doyle MD,5109,757,0.0,1
Cindy Duke,9979,1239,5.0,0
Cindy Durham,4660,1179,2.0,0
Cindy Edwards,780,124,0.0,0
Cindy Fleming,525,298,0.0,0
Cindy Friedman,1888,1241,0.0,1
Cindy Galloway,789,1070,0.0,0
Cindy Gardner,5851,1219,6.0,0
Cindy Gilbert,3894,1180,2.0,0
Cindy Hanna,3915,1297,5.0,0
Cindy Hansen,2440,1257,4.0,0
Cindy Harris,5755,1152,3.0,0
Cindy Hawkins,4852,1143,4.0,1
Cindy Henry,6313,1298,3.0,1
Cindy Hobbs,3284,1078,1.0,1
Cindy Hodges,1909,1132,2.0,0
Cindy Howe,2091,1231,1.0,0
Cindy Hudson,930,421,0.0,0
Cindy Huff,4107,693,3.0,1
Cindy Hull,4716,1053,3.0,1
Cindy Ingram,3148,1186,3.0,0
Cindy Jackson,3583,1246,3.0,0
Cindy Johnson,2277,967,1.0,0
Cindy Johnston,1635,1248,1.0,1
Cindy Jordan,1674,871,2.0,0
Cindy Kane,3713,756,2.0,0
Cindy Kirby,6100,1334,4.0,0
Cindy Kramer,5331,1198,0.0,1
Cindy Leonard,6075,1321,6.0,0
Cindy Lewis,2596,869,1.0,0
Cindy Luna,510,1323,1.0,0
Cindy Martin,8829,1205,6.0,1
Cindy Mcclure,6751,1348,3.0,1
Cindy Mcmahon,3578,850,3.0,0
Cindy Mendoza,3110,592,1.0,0
Cindy Miller,6342,1351,2.0,0
Cindy Mills,4669,1262,0.0,0
Cindy Morales,3137,1345,1.0,0
Cindy Mullins,3363,1321,1.0,0
Cindy Oconnor,4644,1263,2.0,0
Cindy Parks,5521,1121,3.0,0
Cindy Peterson,6614,1182,2.0,1
Cindy Ramirez,3273,1079,2.0,0
Cindy Ramos,1333,1312,2.0,0
Cindy Reid,803,921,0.0,0
Cindy Reynolds,4671,752,4.0,0
Cindy Richardson,6484,1208,3.0,0
Cindy Rios,3247,881,0.0,1
Cindy Rodriguez,3969,1255,3.0,1
Cindy Roman,2636,1007,1.0,0
Cindy Ross,2746,940,2.0,0
Cindy Ross MD,1852,1074,2.0,0
Cindy Rush,2783,1261,2.0,0
Cindy Schroeder,7392,1278,1.0,0
Cindy Smith,5820,1343,8.0,0
Cindy Solis,1929,1146,2.0,0
Cindy Sosa,2068,523,1.0,1
Cindy Stanley,2889,1029,0.0,0
Cindy Stein,4082,1178,2.0,0
Cindy Strong,1246,930,1.0,0
Cindy Thomas,5093,1332,4.0,1
